,id,date,dateYear,dateMonth,dateDay,rating,userName,content
1784,1785,20210921,2021,09,21,4,블리허니,"케이뱅크가 주거래입니다 ""케이"" 자체가 ""K"" 인데 왜 M 을 박았지요? 그리고 금융사 대부분 파란색 어플쓸 때 케이뱅크만 핑크라서 독특하고 예쁘고 찾기 쉬웠는데ㅎㅎㅎㅎ M마크도, 네이비도 너무 별로에요"
1785,1786,20201228,2020,12,28,1,이종민,한도조회를 위해 인증서 가져오기 완료 후 진행안됨. 이렇게 중요한 기본 기능부터 안되면서 은행 서비스를 어떻게 하던거죠? 신기하네
1786,1787,20210223,2021,02,23,1,김민석,흰화면에서 무한로딩을 하네요. 급하게 이체하는사람들은 이용 못 하겠는데요???? 은행앱이 이런건 처음보네...백그라운드앱 전부 끄고 재실행해보고 앱삭제하고 재설치해도 똑같은데 은행앱이 이래도 되는겁니까?
1787,1788,20210926,2021,09,26,1,송현,간만에 접속했는데 한동안 삭제한줄 알고 잠깐 헤맸음. 왜 ci를 이렇게 바꾼거지... 시인성도 안좋고 은행명이 바뀐줄 알고 기사검색까지 했음 디자인 진짜 이상함. 이쁘게라도 하던가 색배색은 진짜ㅋㅋ 디자인 의뢰할 돈 아끼고 직원공모해서 한건지 ㅋㅋ
1788,1789,20210305,2021,03,05,5,Hyo0 1,가입도 편하고 사용하기 편해요.
1789,1790,20201008,2020,10,08,1,배정한,계좌개설하고 계좌로이체하고 입금확인할려고 하니 신분증재확인 담당자확인전 안된다는데 이게 뭡니까.?! 그럼 이체도 안되야지 입금하고 난뒤에 계좌 확인도 안되고 빨리 해주세요
1790,1791,20210601,2021,06,01,1,남송진석,광고만하고 실속이 없어서 삭제~!!
1791,1792,20210315,2021,03,15,1,노리아,앱 가입하려는데 다른거 잘되다가 자택부속주소틀리다고 뜨면서 가입이 안됨 인터넷으로 가입하려고하니 앱으로 만 가입가능하다해서 다시시도해도 안됨 (11)자탁부속주소틀림 이것만 뜨고 더이상 진행이안되서 일 망침...
1792,1793,20190430,2019,04,30,1,Google 사용자,계좌번호 붙여넣기가 안돼요 다른 모바일앱이랑 불편하게 차별화 했네요 ㄷ ㄷ ㄷ ㄷ ㄷ ㄷ
1793,1794,20211203,2021,12,03,1,손종찬,인증서가있는데 확인안됨 새로 발급하려니 ㄷ나행인증서 있다고 등록하라고함... 장난하냐ㅡㅡ^
1794,1795,20210607,2021,06,07,1,이재희,접속자체가 안되고 멈추고 오류나서 꺼져버리는데 너무 큰 문제아닌가요?? 당장 입출금해야하는데 이런 결함으로 서비스며 관리가 제대로 되는건지 의문입니다..ㅠ
1795,1796,20190304,2019,03,04,4,Google 사용자,카드는 아직 안 왔는데 인증서 등록은 해야되는데 OTP 때문에 막힘
1796,1797,20220212,2022,02,12,1,KingOver Beat,동행복권 에서 예치금 충전하라고 해서 예치금 계좌 만들었더니 케이뱅크 가상계좌를 만들었습니다 그래서 게이뱅크 에 등록시키려고 하는데 계좌 만든적이 없다고 하더군요 그래서 다시 동행복권에 들어갔는데 거기엔 게이뱅크 계좌가 있었습니다 왜 연동이 안되는건가요?
1797,1798,20210816,2021,08,16,3,phone pho,비정상동작이라고 계속 팅김니다.
1798,1799,20210419,2021,04,19,1,이자벨tv,고객센터 전화 왜이렇게 안받나요??????? 간편비밀번호 계속 눌려도 오류네요. 번호 갱신하려하니 가입중에는 못 바꾼다고 하네요. 어쩌라는거죠
1799,1800,20210317,2021,03,17,1,최민혁,쓰레기네요 유심이 장착되어있는데 국내유심이 없다고 계속나와 진행이 안되네요
1800,1801,20210611,2021,06,11,1,김은혜,앱이 그냥 불통이라고요.. 며칠째.. 몇년째 잘 사용하고 있던 사용자한테 수정하라고 할 게 아니라 잘 쓰고 있던 어플 먹통이니 확인 좀 하세요. 이러니 케뱅 쓰던 사람도 다 카뱅으로 가지.. ㅉㅉ
1801,1802,20210519,2021,05,19,1,김영진,버퍼링이속터지내요. 로그인하기힘드내요.느려요느려
1802,1803,20210713,2021,07,13,1,아이셔,첫 화면에서 멈춤.. 테스트도 안 하냐.. 앱 진짜 못 만드네.. 개발자 형편없네.. 그러니 카뱅을 못 따아가지..
1803,1804,20210505,2021,05,05,1,김정우,접속이 안되네요..고객확인제도라 뜨는데 전화번호는 하루종일 통화중이고. .나만 그런건가요? 손해가 크네요..
1804,1805,20190329,2019,03,29,3,Google 사용자,스마트폰에서 계속 설치중 이라고 표시됩니다 설치 되는 기종이 따로 있나요???
1805,1806,20211027,2021,10,27,1,팩트체크,갑자기 접속이 왜 안되는거임? 접속도 안되고 고객센타에 전화하니 통화량이 많다고 자기맘대로 끊어버리고.. 여기 큰돈 못맡기겠네
1806,1807,20210516,2021,05,16,1,흠별명뭐라짓지,아니 왜 어플에 들어가지지가 않아여? 다른 은행 카드값 내야해서 케이뱅크계좌에 있는 돈 이체 해야하는데 신용도 떨어지면 뭔 책임을 질려고 고치지도 않고 며칠째 이런거죠?? 시키는거 다해봣는데 뭐냐고요 이거
1807,1808,20190403,2019,04,03,4,Google 사용자,좋습니다. 그런제 소니는 지문인식이 안되네요... xz1입니다
1808,1809,20210610,2021,06,10,1,박현주,진짜.너무 하네요 며칠째입니까?? 이럴꺼면 진짜 은행접으세요 급여통장인데 급여통장을 바꿔야겠네요.. 매법 같은 답변응 줄꺼면 답변을 왜 합니까? 케이뱅크는 일하는 사람이 없나보죠? AI도 아니고 답변이 매번 같을 수 있나요?? 별주기도 시른데 하나라도 안주면 작성이 안되네요. 거래종료 해야할까봐요!!!!!!!
1809,1810,20220202,2022,02,02,1,아몰랑,점검하고나서 너무 느려짐..반응을 못함;;
1810,1811,20190405,2019,04,05,5,Google 사용자,너무 좋긴한데 지금 앱 업데이트하고나서 계좌이체가 안되요 ㅠㅠㅠ
1811,1812,20190407,2019,04,07,1,Google 사용자,"신분증인식오류심각하다..짙은배경으로해도안되고,신분증도새로발급된거라흠집하나없는데도인식못함..고객센테에서하라는대로다했는데도안된다..카카오뱅크나쓸련다"
1812,1813,20210322,2021,03,22,2,민동기,힘들게 등록했는데 뱅크에 들어가지 못함~~~ 포기
1813,1814,20210513,2021,05,13,1,옵저버,신분증을 기껏 재대로 찍어도 자꾸 재촬영하라하고 상담원연결하고싶어도 상담대기는 100명이상밀려있고 쓰고싶어도 아무런 방법이없네요 영상통화도 안시켜주고 다시 재대로 찍어보라는 말은 하지말아주세요 지쳤습니다...
1814,1815,20200901,2020,09,01,1,SH L,신분증인증은 최악임. 특히 이름부분은 거의 인식 못하는듯
1815,1816,20200426,2020,04,26,1,Google 사용자,어제 앱 업데이트 된 이후로 앱이 안열려요.
1816,1817,20201207,2020,12,07,1,Norwegian Forest CAT,뭔놈의 민증사진인식도 제대로 못하면서 인터넷뱅킹 한다고 난리인지 인식기능이나 제대로하게만들고 운영좀하세요
1817,1818,20220329,2022,03,29,3,한kh,"행운상자 열기하는데 배팅하다가 줍줍하나 하면 배팅을 해놓은것이 초기화 되는데, 이게 맞는건가요?"
1818,1819,20210510,2021,05,10,1,이진우,신분증본인확인절차가무척분노하게함 인내심 시험 잘안되면되게 앱환경을개선하지않고 고객의부편을개무시한다 ㅆ~ 발
1819,1820,20181212,2018,12,12,5,Google 사용자,아주 적합한 금융입니다~추천합니다!!
1820,1821,20210902,2021,09,02,3,박현수,이 어플 홈 화면이나 메뉴 목록에 바로가기 추가는 안되는건가요?
1821,1822,20211112,2021,11,12,1,Hyunmo Kim,아진짜....ㅋㅋㅋㅋㅋ 엡 개발자 이렇게 개발해놓고 월급주는겁니까.... 엡 완전 구데기같이 해놨네ㅡㅡ
1822,1823,20210407,2021,04,07,1,sm park,겁나 로딩길고 느리네 ㅡㅡ 돈벌었으면 서버증설좀해라 좀
1823,1824,20210628,2021,06,28,1,김문순,안들어가져요 첫화면에서 움직일생객을 안하네 ㅡㅡ
1824,1825,20210223,2021,02,23,1,이준석,앱도 안열리고 개판이네..전화도 안받고 머냐..대부회사냐 에혀 절이 싫으면 중이 떠나야지
1825,1826,20210706,2021,07,06,1,최병수,초기화면이 이상 해요. 이벤트도 실행이 안되고요
1826,1827,20200511,2020,05,11,1,박수민,이체하는데 한세월걸리네요 이래서야 믿고쓰겠나요 오래걸려도 너무 오래걸려요
1827,1828,20220503,2022,05,03,1,배은희,"버벅대는게너무심해요..대출이건적금이건약관좀보려고하는데그냥멈춰요,,무조건처리중.ㅡㅡ"
1828,1829,20191006,2019,10,06,1,Google 사용자,출금계좌 해지 확인 버튼이 안눌립니다.
1829,1830,20190215,2019,02,15,1,Google 사용자,현재 안드로이드9에서 가입 과정중 앱이 죽는 현상이 있어요. 가입이 안됩니다.
1830,1831,20210519,2021,05,19,1,호정,갑자기 접속이 안되네요 아래조치사항도 다해도 접속안되네요 답답하네요
1831,1832,20220227,2022,02,27,1,하아암,동의없이 다른 은행계좌 자동으로 등록하는 건 무슨 경우임ㅡㅡ
1832,1833,20200115,2020,01,15,1,Google 사용자,공인인증까지 되는데.. 외국국적은 왜 가입이 안되는지?
1833,1834,20200705,2020,07,05,5,권미희,입출금이 정말 편하고 쉬워요.^^
1834,1835,20211210,2021,12,10,1,jinsu park,"신분증 인식이 전혀 안되요, 다른어플에서는 이렇게 안된적 없었는데... 그냥 사용안할라구요 ㅠ"
1835,1836,20210422,2021,04,22,3,이희분,휴대전화번호의 유심칩이 인식이 안된다는데 어떻게하나요
1836,1837,20190725,2019,07,25,5,Google 사용자,심플하고 편하게 사용 가능해요
1837,1838,20220706,2022,07,06,5,박주식,사용하기 편해요
1838,1839,20210727,2021,07,27,1,유준tv,쓰레기 어플임 로그인도 잘안되고 이체도 계속 오류남 필요할때 내 돈을 이체를 못한다면 이게 무슨 금융기관임
1839,1840,20220126,2022,01,26,3,이광흠,앱이 갑자기 지워져서 불안함.알림도 없이
1840,1841,20200929,2020,09,29,1,S-W P,자뀨 비정상동작이 감지되었다면서 꺼지네요 구버전 링크좀 올려주세요 다른 은행들은 잘 만 돌아가는데 왜 케이뱅크만 이런가요?
1841,1842,20210204,2021,02,04,1,으호,업데이트 후 해킹위험 어플이 있다며 접속 안됌.
1842,1843,20210219,2021,02,19,1,정경애,최근 20일내에 통장개설한적ㅇㅣ 없는데 개설했으니깐 3월 15일부터 된다네요;;;빨리좀고쳐주세요
1843,1844,20190725,2019,07,25,5,Google 사용자,해외송금이 너무 편해요~~
1844,1845,20210505,2021,05,05,1,꿈속에선재벌,오래사용하지 않아 그럼 다시 만들게 하면되지 찿기라도 하던가 아예 전화하라고 하네
1845,1846,20220318,2022,03,18,1,S. J. LEE,타 인증서인식이 전혀 안 됩니다 이런 이상한 금융앱은 처음임 포기함 ㅠ
1846,1847,20200508,2020,05,08,4,이선영,저번에 했다가 신분증 인증안되 다시 할려니 오류가뜹니다 어찌하나요
1847,1848,20210712,2021,07,12,1,김태용,계좌개설이 안됨 ㅡㅡ;;; 단계 넘어가다 인증번호에서 막혀요
1848,1849,20190515,2019,05,15,1,Google 사용자,1시간 유투브 보는데 10프로정도 달던게.. 언젠부턴가 50프로나 달길래 봤더니 이게 백그라운드로 엄청 배터리를 먹고있더라...
1849,1850,20210109,2021,01,09,1,얌얌이,아니 핀번호 입력하라면서 2틀째 통화가 안됨ㅋㅋㅋ상담 예약했는데도 그시간에 연락 안옴 한달 안에 인증하라는 문자는 계속오는데 상담원이 한명인가봄
1850,1851,20210329,2021,03,29,1,이수경,업데이트후 화면이 열리지 않아요
1851,1852,20191014,2019,10,14,1,Google 사용자,아니...빡쳐서 살수가 없네...계좌계설하기에서 왜 안넘어가냐고요...삭제하고 다시 깔아도 안되고 다 삭제하고 구글 캐시삭제하고 다시 깔아도 안되고...안놔...
1852,1853,20210727,2021,07,27,1,Manon Lescout,공지도 없이 온.오프라인 결제 접속 싹다 안되게 막아놓고 ㅋㅋㅋ카드까지 안되면 어쩌라는건지 여기 주거래은행으로 사용하면 마트나 가게에서 개쪽당함 절대 쓰지마세요
1853,1854,20220322,2022,03,22,1,박동수,인증센터 진짜 안되네요 이제 포기합니다
1854,1855,20210223,2021,02,23,1,익명,케이뱅크 왜 먹통임?? 가입한지 한달 넘었는데 아직도 이체 한도가 100만원뿐이고 뭐 하나 제대로 되는게 없네 ㅡㅡ
1855,1856,20181024,2018,10,24,5,Google 사용자,패턴으로 로그인 하는 기능이 추가 되면 좋겠어요
1856,1857,20210309,2021,03,09,1,강대호,001003 기기인증 에러 자꾸 왜 뜨나요? 로그인을 할 수가 없네
1857,1858,20210519,2021,05,19,1,[Lang]랑이엄니,신분증 인식이 안됨 이렇게 안되면 차라리 수동촬영하게 하던가 눈에 또박또박 한글자한글자 다보이는데도 인식을 못하더니 결국 시간초과됬다고 초기화면......ㅎㅂ 이제까지 작성한거 다 날라가고 짜증나서 안쓰고말지
1858,1859,20210416,2021,04,16,1,천병택,비밀번호를 변경하려고하는데 들어가는창이없어요 상담도 안되요
1859,1860,20210223,2021,02,23,1,jiyoung kim,왜 갑자기 접속이 안되나요?? 재설치해도 안됩니다. 콜센터도 연결이 안되고..ㅜㅜ 아 답답해라~~ 은행 어플이 이게 말이 됩니까??
1860,1861,20200919,2020,09,19,1,bar Cool,신분증 사진찍는거 진짜 개빡침 업비트만 아니었어도 안쓰는건데
1861,1862,20211129,2021,11,29,1,Cheonseo Park,로딩만 몇분. 이걸 쓰라고 처만든건지? 이딴게 금융앱이니? 진짜 개쓰렉
1862,1863,20210629,2021,06,29,1,이혜빈,계좌개설할 때 인증번호 넣고 다음으로 넘어가야되는데 다음 버튼이 먹통이에요 ..
1863,1864,20190310,2019,03,10,1,Google 사용자,쓰레기. 주민등록증 인식 겁나 못하네요. 열번 넘게 찍다가 짜증나서 관둡니다. K뱅크 안쓰고말지.
1864,1865,20200902,2020,09,02,1,김대건,개쌉구데기 업비트때문에 강제로 쓰는데 편의기능 최악에 이딴거왜쓰게하는지 이해도안됨 다른 메이저 은행연동이나되게하지 출금하는데 강제적으로 otp는 왜만들게함 개짜증나네진짜
1865,1866,20210704,2021,07,04,4,신진수,"쉽고,빠르고,한눈에 다 보여요."
1866,1867,20210306,2021,03,06,1,Suah kim,빙시새끼들 로그인안된다니깐 계속똑같은말만되풀이함
1867,1868,20181226,2018,12,26,1,Google 사용자,방금 서비스센터다녀왔는데 케이뱅크앱이 배터리소모 엄청한다그러네요? 앱을 지워야될판인데 어떻게좀해주세요
1868,1869,20210702,2021,07,02,1,조병락,어플을 클릭하면 한 번에 들어가는 적이 없어요 이런 어플을 만들어 놓고 참 한심하다 인터넷 은행이라고 해 놓고 인터넷 모바일 에서 안 되면 어떻게 되는 겁니까~
1869,1870,20210810,2021,08,10,3,뭘봐,"10% 부족한 카카오뱅크 느낌. 앱이 최적화가 안되서 느림. 아마도 외주넣어서 만들어서 그럼가본데, 실력있는 곳에다가 줘서 다시 만들어야 할 듯. It를 직접적으로 하지 않는 업체들의 공통점인 거 같은데, 가격에 연연하지말고 퀄리티있는 어플을 만들어야 살아남을 수 있음."
1870,1871,20210525,2021,05,25,1,문영균,한도제한 적당히해라 어이가없네 필요한구비서류도 제대로 안내안하고 계좌 개설부터 입금은 제한이 없고 출금은 제한이있다? 이건 고객들 불편함만 극대화시키고 일반시중은행 OTP까지등록하고 구비서류를 넣엇더니 마스킹해제하라고? 장난치나? 직접 움직여서 발급한서류다 뭐가 더 필요하냐너네는? 마스킹처리 개인정보때문에 당연한거 아니냐? 하다못해 등본을발급받을때도 뒤에는 마스킹처리한다 근데 니들은 뭔데 마스킹해제한 서류를 요청하냐?
1871,1872,20210223,2021,02,23,1,우라이,계속 재설치해도 흰화면에서 안넘어감 ㅡㅡ 아
1872,1873,20210627,2021,06,27,1,Arp K,계좌를 만들려고 하는데 인증번호를 받고 다음으로 넘어가지 않고 멈춥니다.
1873,1874,20210413,2021,04,13,1,동태야,아니 어제부터 네트워크연결이 안된다고 앱이 켜지지가 않아요 카카오뱅크 기업은행 다른은행은 잘만 켜지는데 지금 케이뱅크만 안켜집니다 고객센터 연락은 힘들고 어떻게 해결해야합니까
1874,1875,20200929,2020,09,29,1,띠용,신분증 인증은 4트만에 넘어 갔는데 이체가 조오오온나 오래 걸림 이체 누르고 뱅그ㅡ뱅글만 한 2분 지속됨 ㅋㅋㅋ 안쓸듯함
1875,1876,20210419,2021,04,19,1,Kei Mig,아니 며칠 전 앱으로 신분증 인증이 뭘 해도 안되길래 고객센터 통화해서 웹으로 인증했더니 다음날 바로 신분증 인식 불가라고요?? 그러면서 계좌에 입금은 왜 된대요 짜증나게 ㅋㅋㅋㅋㅋㅋ 돈도 못 옮기고 어쩌라고요ㅋㅋ 톡 상담도 신분증 인증하라고 떠서 안되잖아요!! 앱으로도 인증 안되고 웹로도 안되는 게 말이 돼요?? 그러면서 계좌에 이체는 되고?ㅋㅋ 신분증신분증신분증 뭐 어쩌라고요!! 기본 돈관리도 못하게 막는 기관이 은행 소리 듣는 거 어이가 없네요. 고객센터 관리나 똑바로 하세요 전화도 30분 걸려서 겨우 받더만
1876,1877,20200404,2020,04,04,1,Google 사용자,회원가입할라는데 비번특수문자 들어가야된대서 특문누르고 재배열누르면 앱멈춤
1877,1878,20210713,2021,07,13,1,shlee230,쓰레기네여. 가입하려해도 휴대폰 인증에서 다음버튼이 안눌려요.
1878,1879,20211028,2021,10,28,1,뭐왜뭐뭐왜뭐뭐,"아이콘 로고 바꾸고나서 찾기가 너무 힘듬. K뱅크인데 로고는 왜 또 M이지? 배경 색상은 또 어둡고 글자는 연두색으로 해서, 기존 테마 색상 반전이라도 했는지 기존 인식했던 색상, 아이콘 로고로 찾으려하면 보이질 않음. 로고 바뀐게 그닥 이쁘지도 않고 시인성도 떨어져서 왜바꿨는지 이해가 안됨. + make money 라고 M으로 바꿨다는거 봤는데, ㄹㅇㅋㅋ 이게 뭔 헛소리지ㅋㅋ 상징성이란게 그리 쉽게 휙휙 바뀌나? 참으로 자기네 로고에 자신감도 없지ㅋㅋ ㄹㅇ어떤꼰대가 바꾸자고 한건가ㅋㅋㅋ 케이뱅크 편리성때문에 쓰지, 기업 슬로건보고 쓰는 사람 얼마나 되는지 궁금하네ㅋㅋㅋㅋ"
1879,1880,20181029,2018,10,29,3,Google 사용자,체크카드를 신청하고서 실수로 취소를눌럿더니 다시신청할라고 신분증찍으니깐 신분증 인식이안됀다고 자꾸 안돼네요 확인좀해주세요.
1880,1881,20190521,2019,05,21,1,Google 사용자,장난합니까 왜접속이안되요 ㅡㅡ11시57분지난지가언젠데 5분간접속안된다는 헛소리만뜨고 어이가없네요
1881,1882,20210601,2021,06,01,1,Hyejung kim,접속이 안되요...엡데이트도 끝낫는데..
1882,1883,20190118,2019,01,18,1,Google 사용자,신분증을 몇번을 찍어야 인식을 할란가 몰겟네 오기생겨서 30번은 넘게찍엇네요 안쓰고말지...카뱅쓸게요
1883,1884,20210402,2021,04,02,1,한현진,신분증촬영하는데 예상치못한 오류로정상처리되지않았습니다. 로그인하시면 이어서 회원가입을 진행하실수있습니다 이게 계속나와요 짜증나죽겠어요 50번은 다시해봤는데 진심 어캐할까여 진짜 대책좀. 댓글달아주세요.
1884,1885,20210318,2021,03,18,1,Jeong-Hyeon Son,"통장만들때 시간 업무시간피해서 8시에 예약 하고 기다리고 있는데 안오다가, 10시에 전화와서 업무중이라 못받았습니다. 문자가 오는데 예약한시간대에 연락줬는데 못받았다고 거짓말을 당당히 보내네요. 진행은 앱에서 다시 해야하고? 시간 약속 못지킬거면 예약시간 선택창에서 제외하세요."
1885,1886,20210926,2021,09,26,1,소원,정말 불편하게도 만들어 놓고 쓰라하네
1886,1887,20181215,2018,12,15,5,Google 사용자,인증ui 개선되면서 바이오 인증 정말 편해졌네요 대박!
1887,1888,20220517,2022,05,17,3,Sh K,계좌를 취소하고 다시만들고 싶은데 어떻게 해야하나요?
1888,1889,20210608,2021,06,08,1,Jay W. Lee,니들은 그냥 은행 사업 접으세요. 며칠째 첫화면에서 넘어가지도 않는데 문제해결은 커녕 뭔 되도 않은 5g니 캐쉬삭제니 답변 복붙이나 하고... 니들은 진짜 이용자에 문제가 있어서 접속이 안된다고 생각함? 서버 좀 늘리세요. 또 똑같은 답변 복붙하면 니네는 리뷰 읽어보지도 않는다고 생각하겠음. 별하나도 아까운데 0개는 줄 수가 없네. 카뱅 발톱에 때만큼이라도 따라가봐라
1889,1890,20220513,2022,05,13,1,김리아,ARS 인증하려는데 전화가 안와요
1890,1891,20210623,2021,06,23,1,김현아,여러번. 삭제후. . 다시 설치해도. 앱이. 안열려요
1891,1892,20220523,2022,05,23,5,권오윤,케이뱅크 최고..!!
1892,1893,20220509,2022,05,09,3,킹로드,케이뱅크가 모바일에서 갑자기 안열리는데요?
1893,1894,20220520,2022,05,20,1,김광석,사장님대출이 실행되지 않아요
1894,1895,20220524,2022,05,24,1,노머니노허니,하루종일 빛반사로 신분증 인식못함 ㅋㅋㅋ 기술이안돼면 은행을 차리지마 제발
1895,1896,20211103,2021,11,03,1,응아닐거야,업데이트 안되고있어요! 어제부터 계속
1896,1897,20200108,2020,01,08,2,Google 사용자,예금가입차 가입하려다 너무 많은 정보요구에 삭제합니다.
1897,1898,20210806,2021,08,06,1,Wontae Kim,왜 실행하면 로딩이 멈춰있는 접속이 안되네요
1898,1899,20210406,2021,04,06,1,성진산,간편비밀번호 설정 하지도 않았는데 설정했다고 하는데 어떻에 찾나요?
1899,1900,20210104,2021,01,04,5,강영훈,좋습니다 바뀐 UI 편하게 이용중이네요
1900,1901,20211116,2021,11,16,1,오해란,앱 열리지 않습니다~돈 이체하고 확인 할려니 열리지 않네요~권한설정이 뜨는데 들가지지를 않네요
1901,1902,20201126,2020,11,26,1,Hayoung,첫화면에서 안열리는거 진짜... 몇주째 어플 들어가진적이 없음 웬만해서는 어플 리뷰 안쓰는데 진짜 쓰레기라서 굳이 남기러 왔어요
1902,1903,20220406,2022,04,06,1,SEONG MUN Cho,지금까지 사용해본 은행앱 중 가장 오류가 많음
1903,1904,20181123,2018,11,23,1,Google 사용자,케이뱅크가 스마트폰 기본 설치앱입니까? 폰변경 후 설치 안했는데 깔려있네요?
1904,1905,20210317,2021,03,17,3,강동완,수수료없는 1금융권은행? 이체할때마다 수수료 1천원들던데 왜 수수료없다고 광고해요?
1905,1906,20210318,2021,03,18,5,김승만,킷캣사용자는 못쓰나요? 현재 4.4.2입니다 최소 사용가능한 안드로이드 버전을 알려주세요
1906,1907,20210415,2021,04,15,1,이젤라,안되고잇어요 첫하얀바탕에 로고만 보여지고 안됩니다. 돈 입금 출금 급한상황인데 안되면 너쩌자는건가요
1907,1908,20210408,2021,04,08,1,Google 사용자,정말 별 하나도 아깝네. 제대로 될 때가 없음. 어휴.
1908,1909,20200917,2020,09,17,1,김미정,사진인증 안됨 2 시간 걸려도 안되고 고객센터 전화해도 안되고
1909,1910,20211027,2021,10,27,1,김기열기열,아니 왜 1시간가까이 로그인안되냐고요 어떤공지라도 있던가 고객센터는 더럽게 대기인원많고
1910,1911,20181112,2018,11,12,1,Google 사용자,앱 리뷰 처음 써봐요.. 정말 너무 안 좋아서; 카뱅이나 기타 어떤 금융 어플켜도 이렇게 안 켜지거나 지문인식 못하는 경우는 없었는데.. 케뱅들어가려고 몇번 껏다가 키는지 모르겠네. 카뱅이 만약 케뱅이랑 금리가 같아진다면 케벵 쓸 사람이 있을지 의문이네요. 인터넷 은행이 어플이 이렇게 허덥하다니...
1911,1912,20201231,2020,12,31,1,백은미,어플에 들어갈수가없어요....계속 사용잘했는데 오늘 갑작 입금문자도 안뜨고해서 어플에 들어가려니 안되네여 기존어플 제거하고 다시 사용하기해도 안되는데 어떻게하죠?
1912,1913,20210409,2021,04,09,3,1234 qwer,문상 콜라보 이벤트로 만든 계좌는 가상계좌 전용인가요 주소까지 쳤는데 실물 통장이 안 옴
1913,1914,20210811,2021,08,11,2,전정일,아이콘변경 좀 충격적이네요....ㄷㄷ 무슨 바이러스 어플같이 생겼네요...
1914,1915,20210322,2021,03,22,1,장현우,삭제도 안되고 다른앱충돌나서 다른거도 실행안되고 이거 어떻게 복구하나요
1915,1916,20210906,2021,09,06,1,roh,아니 어플이 왜 계속 재설치를 해도 인증번호 입력 후 다음으로 클릭이 안되는겁니까 ㅡㅡ
1916,1917,20201113,2020,11,13,1,eim JH,와 진짜 살다살다 너무한다 고객센터 두번전화해서 신분증사진안찍힌다고 설명해줬더니 딱히 내가 잘찍으란식으로설명해주는데 와 진짜 포기다 다른은행은 잘찍히고 여기만 몇을번했다고하니까 설명해줬는데 다른은행이랑 별차이없다고 설명해주심 진짜너무했다 와 너무한다 진짜 진짜 포기함 진짜 후기도 삭제하고 다시 쓰는거예요
1917,1918,20220314,2022,03,14,1,조은성,갱신하다 폰 던질뻔 했습니다 너무 느립니다
1918,1919,20210816,2021,08,16,1,김병곤,갑자기 비정상앱 감지. 이후 그냥 종료.. 뭐지 이건
1919,1920,20201005,2020,10,05,1,Gilbert Ryoo,갤럭시 a51입니다 업그레이드 후 증상입니다 어플 실행시 첫화면에서 멈추고 실행 안되네요
1920,1921,20190220,2019,02,20,1,Google 사용자,갑자기 앱이 느려지고 작동을 안합니다. 다시깔아도 그러네요 뭔가 문제가있나요?
1921,1922,20210226,2021,02,26,1,MoMo M,앱이 첫화면에서 이동안하다가 응답 안한다며 닫혀요 ㅠㅠㅠㅠ 왜이러는건가요?;;;
1922,1923,20210114,2021,01,14,3,엣헴최,관리자님~앱설치시 휴대폰 바탕화면에 아이콘 생성이 되질 않네요 방법이 없을까요?
1923,1924,20201226,2020,12,26,1,임수경,"갑자기 로그인 화면이 안떠요. 답답합니다. 얼른 해결좀 해주세요,"
1924,1925,20210416,2021,04,16,1,정혜란,오늘 왜 오전부터 앱에 들어가지도 않고 전화연결도 안되고 앱채팅으로하니 앱이 안 열리니 되지도 않고 다시깔아도 안되고 업무을 봐야하는데 지금까지 해결이 안되면 어떻게하라는건지 모르겠네요
1925,1926,20201217,2020,12,17,1,HJ Lee,앱이 열리질 않아요. 송금한 거 확인해야 하는데 이게 뭡니까. 이거 지우고 다시 깔아도 되는건가요? 불안합니다. 어떻게 해야 하는지 빨리 좀 알려주세요!
1926,1927,20211222,2021,12,22,1,신세계,내pc에 인증서있는데 계속 안뜨고 없다고 하고 나같은 사람많던데~ 짜증나서 못하겠네.
1927,1928,20210416,2021,04,16,1,여우행복한,신분증 확인 완료했는데 20분 뒤 또 인증하라는건 뭔지;;;;;; 당황스럽네요ㅡㅡ
1928,1929,20220628,2022,06,28,5,조심해,좋은 컨텐츠가 너무 많네요 정보 감사합니다
1929,1930,20210223,2021,02,23,1,# Humble,온라인 뱅킹인데도 어플 쓰레기로 만들어 놨네 ㅋㅋ 무한로딩 언제 고칠꺼임 ? 매번 제거하고 설치해야 합니까 ?
1930,1931,20190522,2019,05,22,5,Google 사용자,"다좋은데 바이오지문 가능하게 해주세요. 모든은행,카드사,증권사 지문로그인 가능한데 케뱅만 안되네요. 폰은 원플러스6T 입니다"
1931,1932,20210808,2021,08,08,3,심혁,롯데시네마 어플을 악성코드로 인식을 하다니.. 그래서 삭제해야지 로그인이되네요 해결 주세요
1932,1933,20210505,2021,05,05,1,최태문,계좌 만들기 너무 힘들어서 포기 하고 삭제요. 인증 문자도 안오고.
1933,1934,20200429,2020,04,29,5,김미숙,저는 안드4.4쓰고있는데요 계속어플안켜지고 오류뜨더니 네이버에서 원스토어사이트찾아서 원스토어 어플다운받아서 케이뱅크 설치하니까 되요 다들그렇게해보세요 지금
1934,1935,20210430,2021,04,30,1,최미진,업데이트 이후 k뱅크 어플이 며칠째 열리지 않아요ㅠ
1935,1936,20210402,2021,04,02,1,남벌,제발 앱에 접속 좀 하게해주세요 돈 입금시키고 접속안되면 돈 떼인느낌인거 같네요 업비트만 아니면 절대쓸수없는 쓰레기 앱이네요
